Title,Author.Year,Lat,Long,Crop_Type,Crop_TypeMaize,Crop_TypeRice,Crop_TypeWheat,Tmp,Prec,BD,Clay,SOC,pH,Fertilizer,FertilizerAN,FertilizerMA,FertilizerO,FertilizerU,FertilizerEEF,Tillage practice,Irrigation,Fertilizer placement,Nrate,EF,Management,Continent
"Denitrification, N2O and CO2 fluxes in rice-wheat cropping system as affected by crop residues, fertilizer N and legume green manure","Aulakh et al., 2001",30.9,75.8,Wheat,0,0,1,0.873853579,0.685002248,0.815695731,-0.157765148,-1.30051303,0.151359031,U,0,0,0,1,0,1,1,0,-0.683394709,0.33,,Asia
Effect of controlled-release fertilizer on nitrous oxide emission from a winter wheat field,"Ji et al., 2012",31.97,119.3,Wheat,0,0,1,-0.639584417,1.907464309,0.815695731,-0.732939537,-0.464084927,-1.126090962,U,0,0,0,1,0,1,0,1,0.181737382,0.33,,Asia
Effects of long-term straw incorporation on the net global warming potential and the net economic benefit in a rice???¡°Cwheat cropping system in China,"Xia et al., 2014",31.56,120.71,Wheat,0,0,1,-1.462105068,1.214067796,-0.119436313,0.044323151,0.611322634,1.428809023,MA,0,1,0,0,0,1,0,0,1.187453437,0.33,,Asia
Tillage and N source influence soil-emitted nitrous oxide in the Alberta Parkland region,"Lemke et al., 1999",53.11,-114.47,Wheat,0,0,1,-1.19889846,0.111847905,-0.119436313,-0.888392075,0.013873989,-0.545431874,MA,0,1,0,0,0,0,0,0,-1.007819243,0.34,,North America
Effect of controlled-release fertilizer on nitrous oxide emission from a winter wheat field,"Ji et al., 2012",31.97,119.3,Wheat,0,0,1,-0.639584417,1.907464309,0.815695731,-0.732939537,-0.464084927,-1.126090962,U,0,0,0,1,0,1,0,1,-0.899677732,0.35,,Asia
Emission of Nitrous Oxide from Rice-Wheat Systems of Indo-Gangetic Plains of India,"Pathaket al., 2002",28.67,77.2,Wheat,0,0,1,0.084233755,-1.387171146,0.815695731,-0.188855655,-1.061533572,1.428809023,MA,0,1,0,0,0,1,1,0,-0.683394709,0.35,,Asia
"Nitrous oxide emissions and nitrate leaching from a rain-fed wheat-maize rotation in the Sichuan Basin, China","Zhou et al., 2013",31.27,105.47,Wheat,0,0,1,-1.050844743,-0.87814596,-0.119436313,-1.315886553,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,0.722444939,0.36,,Asia
Quantifying changes to the global warming potential of rice wheat systems with the adoption of conservation agriculture in northwestern India,"Tirol Padre et al., 2016",29.68,77,Wheat,0,0,1,-0.129621614,-1.695792716,0.815695731,0.005460017,-0.942043843,0.151359031,U,0,0,0,1,0,1,1,0,1.263152495,0.36,,Asia
Fertilizer Source Influenced Nitrous Oxide Emissions from a Clay Soil under Corn,"Gagnon et al., 2011",46.78,-71.13,Maize,1,0,0,-0.590233178,2.224102023,0.815695731,-1.222615031,3.718055588,-0.893827327,O,0,0,1,0,0,1,0,1,-0.358970175,2.4,,North America
Emission of N2O from Biogas Crop Production Systems in Northern Germany,"Senbayram et al., 2014",54.3,10,Wheat,0,0,1,-0.985043091,-0.016410409,0.815695731,-0.888392075,-0.225105469,-0.429300057,MA,0,1,0,0,0,1,0,0,-0.683394709,0.37,,Europe
Fertilizer Source Influenced Nitrous Oxide Emissions from a Clay Soil under Corn,"Gagnon et al., 2011",46.78,-71.13,Maize,1,0,0,-0.590233178,2.224102023,0.815695731,-1.222615031,3.718055588,-0.893827327,O,0,0,1,0,0,1,0,1,-0.899677732,2.7,,North America
Mitigating nitrous oxide emission from soil under conventional and no-tillage in wheat using nitrification inhibitors,"Bhatia et al., 2010",28.67,77.2,Wheat,0,0,1,-0.16252244,-1.459316448,0.815695731,-0.188855655,-1.30051303,1.428809023,U,0,0,0,1,0,1,1,0,-0.683394709,0.39,,Asia
Mitigating nitrous oxide emission from soil under conventional and no-tillage in wheat using nitrification inhibitors,"Bhatia et al., 2010",28.67,77.2,Wheat,0,0,1,0.265188298,1.190019362,0.815695731,-0.188855655,-1.30051303,1.428809023,U,0,0,0,1,0,1,1,1,-0.683394709,0.39,,Asia
Quantifying changes to the global warming potential of rice wheat systems with the adoption of conservation agriculture in northwestern India,"Tirol Padre et al., 2016",29.68,77,Wheat,0,0,1,-0.129621614,-1.695792716,0.815695731,0.005460017,-0.942043843,0.151359031,U,0,0,0,1,0,1,1,0,-0.358970175,0.39,,Asia
Emission of N2O from Biogas Crop Production Systems in Northern Germany,"Senbayram et al., 2014",54.3,10,Wheat,0,0,1,-1.100195982,-0.701790778,0.815695731,-0.888392075,-0.225105469,-0.429300057,MA,0,1,0,0,0,1,0,0,1.912001564,0.39,,Europe
Emission of N2O from Biogas Crop Production Systems in Northern Germany,"Senbayram et al., 2014",54.3,10,Wheat,0,0,1,-1.100195982,-0.701790778,0.815695731,-0.888392075,-0.225105469,-0.429300057,AN,1,0,0,0,0,1,0,0,-0.683394709,0.39,,Europe
Mitigating nitrous oxide emission from soil under conventional and no-tillage in wheat using nitrification inhibitors,"Bhatia et al., 2010",28.67,77.2,Wheat,0,0,1,-0.16252244,-1.459316448,0.815695731,-0.188855655,-1.30051303,1.428809023,U,0,0,0,1,0,0,1,0,-0.683394709,0.43,,Asia
Mitigating nitrous oxide emission from soil under conventional and no-tillage in wheat using nitrification inhibitors,"Bhatia et al., 2010",28.67,77.2,Wheat,0,0,1,0.265188298,1.190019362,0.815695731,-0.188855655,-1.30051303,1.428809023,U,0,0,0,1,0,0,1,1,-0.683394709,0.43,,Asia
Nitrous oxide fluxes from corn fields: on-farm assessment of the amount and timing of nitrogen fertilizer,"Ma et al., 2010",45.3,-75.72,Wheat,0,0,1,-0.425729048,-1.379155002,-1.054568357,-0.266581924,-0.703064385,-0.080904604,U,0,0,0,1,0,1,1,1,-0.358970175,0.43,,North America
"Tillage, crop residue and N fertilizer effects on crop yield, nutrient uptake, soil quality and nitrous oxide gas emissions in a second 10-yr rotation cycle","Malhi et al., 2007",52.87,-104.33,Wheat,0,0,1,-1.330501764,-0.65369391,-0.119436313,0.588407033,0.969791821,0.267490848,MA,0,1,0,0,0,0,0,1,-0.683394709,0.43,,North America
Effect of controlled-release fertilizer on nitrous oxide emission from a winter wheat field,"Ji et al., 2012",31.97,119.3,Wheat,0,0,1,-0.639584417,1.907464309,0.815695731,-0.732939537,-0.464084927,-1.126090962,U,0,0,0,1,0,1,0,1,0.938727961,0.45,,Asia
Emission of N2O from Biogas Crop Production Systems in Northern Germany,"Senbayram et al., 2014",54.3,10,Wheat,0,0,1,-1.100195982,-0.701790778,0.815695731,-0.888392075,-0.225105469,-0.429300057,AN,1,0,0,0,0,1,0,0,1.912001564,0.47,,Europe
Nitrous oxide fluxes from corn fields: on-farm assessment of the amount and timing of nitrogen fertilizer,"Ma et al., 2010",45.3,-75.72,Wheat,0,0,1,-0.425729048,-1.379155002,-1.054568357,-0.266581924,-0.703064385,-0.080904604,U,0,0,0,1,0,1,1,1,-1.007819243,0.47,,North America
Effect of nitrogen fertilizer on N2O emissions from winter wheat field in the Loess Plateau,"Li et al., 2018",34.28,108.13,Wheat,0,0,1,-1.972067871,-0.822032948,-1.054568357,-0.732939537,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,0.614303427,0.48,,Asia
Fertilizer Source Influenced Nitrous Oxide Emissions from a Clay Soil under Corn,"Gagnon et al., 2011",46.78,-71.13,Maize,1,0,0,-0.672485243,2.448554074,0.815695731,-1.222615031,3.718055588,-0.893827327,O,0,0,1,0,0,1,0,1,-0.358970175,2.93,,North America
Effect of nitrogen fertilizer on N2O emissions from winter wheat field in the Loess Plateau,"Li et al., 2018",34.28,108.13,Wheat,0,0,1,-1.972067871,-0.822032948,-1.054568357,-0.732939537,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,-0.250828664,0.49,,Asia
Quantifying changes to the global warming potential of rice wheat systems with the adoption of conservation agriculture in northwestern India,"Tirol Padre et al., 2016",29.68,77,Wheat,0,0,1,-0.129621614,-1.695792716,0.815695731,0.005460017,-0.942043843,0.151359031,U,0,0,0,1,0,1,1,0,-1.17003151,0.49,,Asia
Emission of N2O from Biogas Crop Production Systems in Northern Germany,"Senbayram et al., 2014",54.3,10,Wheat,0,0,1,-1.100195982,-0.701790778,0.815695731,-0.888392075,-0.225105469,-0.429300057,MA,0,1,0,0,0,1,0,0,-0.683394709,0.49,,Europe
Study on Emission of Major Greenhouse Gases from Agro-ecosystems in a Central Sichuan Hilly Area of Southwest China,"Jiang, 2005",31.27,105.45,Wheat,0,0,1,-1.215348873,-1.166727168,0.815695731,-1.168206643,-0.344595198,1.428809023,U,0,0,0,1,0,1,0,0,-0.358970175,0.5,,Asia
Nitrous oxide fluxes from corn fields: on-farm assessment of the amount and timing of nitrogen fertilizer,"Ma et al., 2010",45.3,-75.72,Wheat,0,0,1,-0.425729048,-1.379155002,-1.054568357,-0.266581924,-0.703064385,-0.080904604,U,0,0,0,1,0,1,1,1,-1.656668311,0.5,,North America
Effect of nitrogen fertilizer on N2O emissions from winter wheat field in the Loess Plateau,"Li et al., 2018",34.28,108.13,Wheat,0,0,1,-1.972067871,-0.822032948,-1.054568357,-0.732939537,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,1.479435518,0.51,,Asia
Effect of nitrogen fertilizer on N2O emissions from winter wheat field in the Loess Plateau,"Li et al., 2018",34.28,108.13,Wheat,0,0,1,-1.922716632,-1.134662589,-1.054568357,-0.732939537,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,-0.250828664,0.53,,Asia
Global warming potential and greenhouse gas intensity in rice agriculture driven by high yields and nitrogen use efficiency,"Zhang et al., 2016",31.56,120.71,Wheat,0,0,1,-1.050844743,1.001639962,-1.989700401,-0.732939537,0.611322634,0.615886301,U,0,0,0,1,0,1,0,0,-0.034545641,0.54,,Asia
Emission of N2O from Biogas Crop Production Systems in Northern Germany,"Senbayram et al., 2014",54.3,10,Wheat,0,0,1,-0.985043091,-0.016410409,0.815695731,-0.888392075,-0.225105469,-0.429300057,MA,0,1,0,0,0,1,0,0,1.912001564,0.54,,Europe
Global warming potential and greenhouse gas intensity in rice agriculture driven by high yields and nitrogen use efficiency,"Zhang et al., 2016",31.56,120.71,Wheat,0,0,1,-1.100195982,1.458560208,-1.989700401,-0.732939537,0.611322634,0.615886301,U,0,0,0,1,0,1,0,0,-0.521182442,0.55,,Asia
Mitigation of nitrous oxide emissions from paddy soil under conventional and no-till practices using nitrification inhibitors during the winter wheat-growing season,"Ma et al., 2013",31.56,120.71,Wheat,0,0,1,-1.330501764,0.540711645,-0.119436313,0.044323151,0.611322634,0.615886301,U,0,0,0,1,0,1,1,0,0.181737382,0.55,,Asia
Effect of nitrogen fertilizer on N2O emissions from winter wheat field in the Loess Plateau,"Li et al., 2018",34.28,108.13,Wheat,0,0,1,-1.922716632,-1.134662589,-1.054568357,-0.732939537,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,0.614303427,0.57,,Asia
Nitrous oxide and methane emissions from paddy soils in southwest China,"Su et al., 2017",29.06,106.19,Wheat,0,0,1,-1.116646395,-0.918226684,-1.054568357,-0.188855655,0.133363718,0.035227213,U,0,0,0,1,0,1,0,0,-0.942934336,0.57,,Asia
Nitrous oxide fluxes from corn fields: on-farm assessment of the amount and timing of nitrogen fertilizer,"Ma et al., 2010",45.3,-75.72,Wheat,0,0,1,-1.297600938,-1.687776571,-1.054568357,-0.888392075,-0.942043843,0.383622666,U,0,0,0,1,0,1,1,1,-1.656668311,0.57,,North America
Effects of organic matter incorporation on nitrous oxide emissions from rice-wheat rotation ecosystems in China,"Yao et al., 2010",32.58,119.7,Wheat,0,0,1,-1.445654655,-0.200781737,-1.054568357,-0.188855655,0.372343176,1.312677206,MA,0,1,0,0,0,1,0,0,0.45209116,0.58,,Asia
"Tillage, crop residue and N fertilizer effects on crop yield, nutrient uptake, soil quality and nitrous oxide gas emissions in a second 10-yr rotation cycle","Malhi et al., 2007",52.87,-104.33,Wheat,0,0,1,-1.330501764,-0.65369391,-0.119436313,0.588407033,0.969791821,0.267490848,U,0,0,0,1,0,0,0,1,-0.683394709,0.58,,North America
Effect of nitrogen fertilizer on N2O emissions from winter wheat field in the Loess Plateau,"Li et al., 2018",34.28,108.13,Wheat,0,0,1,-1.922716632,-1.134662589,-1.054568357,-0.732939537,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,1.479435518,0.59,,Asia
Effect of nitrogen fertilizer on N2O emissions from winter wheat field in the Loess Plateau,"Li et al., 2018",34.28,108.13,Wheat,0,0,1,-1.972067871,-0.822032948,-1.054568357,-0.732939537,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,-1.115960755,0.59,,Asia
Effect of nitrogen fertilizer on N2O emissions from winter wheat field in the Loess Plateau,"Li et al., 2018",34.28,108.13,Wheat,0,0,1,-1.922716632,-1.134662589,-1.054568357,-0.732939537,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,-1.115960755,0.59,,Asia
Tillage and N source influence soil-emitted nitrous oxide in the Alberta Parkland region,"Lemke et al., 1999",53.43,-113.45,Wheat,0,0,1,-0.985043091,-0.349080413,-0.119436313,-0.111129387,0.969791821,-0.429300057,MA,0,1,0,0,0,1,0,1,-1.007819243,0.6,,North America
Fertilizer Source Influenced Nitrous Oxide Emissions from a Clay Soil under Corn,"Gagnon et al., 2011",46.78,-71.13,Maize,1,0,0,-0.672485243,2.448554074,0.815695731,-1.222615031,3.718055588,-0.893827327,O,0,0,1,0,0,1,0,1,-0.899677732,3.1,,North America
Nitrous oxide and methane emissions from paddy soils in southwest China,"Su et al., 2017",29.06,106.19,Wheat,0,0,1,-1.050844743,-1.150694879,-1.054568357,-0.188855655,0.133363718,0.035227213,U,0,0,0,1,0,1,0,0,-0.942934336,0.65,,Asia
Nitrous oxide and methane emissions from paddy soils in southwest China,"Su et al., 2017",29.06,106.19,Wheat,0,0,1,-1.116646395,-0.918226684,-1.054568357,-0.188855655,0.133363718,0.035227213,U,0,0,0,1,0,1,0,0,-0.034545641,0.65,,Asia
Mitigation of nitrous oxide emissions from paddy soil under conventional and no-till practices using nitrification inhibitors during the winter wheat-growing season,"Ma et al., 2013",31.56,120.71,Wheat,0,0,1,-1.330501764,0.540711645,-0.119436313,0.044323151,0.611322634,0.615886301,U,0,0,0,1,0,0,1,0,0.181737382,0.68,,Asia
Nitrogen cycling in rice-wheat rotation system under optimized nitrogen management,"Xia, 2011",29.92,115.5,Wheat,0,0,1,-1.807563741,1.274188881,0.815695731,-0.188855655,-0.344595198,-0.661563692,U,0,0,0,1,0,1,0,0,0.45209116,0.68,,Asia
Global warming potential and greenhouse gas intensity in rice agriculture driven by high yields and nitrogen use efficiency,"Zhang et al., 2016",31.56,120.71,Wheat,0,0,1,-1.100195982,1.458560208,-1.989700401,-0.732939537,0.611322634,0.615886301,U,0,0,0,1,0,1,0,0,-0.229200361,0.69,,Asia
Fertilizer Source Influenced Nitrous Oxide Emissions from a Clay Soil under Corn,"Gagnon et al., 2011",46.78,-71.13,Maize,1,0,0,-0.672485243,2.448554074,0.815695731,-1.222615031,3.718055588,-0.893827327,O,0,0,1,0,0,1,0,1,0.181737382,3.18,,North America
Nitrous oxide fluxes from corn fields: on-farm assessment of the amount and timing of nitrogen fertilizer,"Ma et al., 2010",45.3,-75.72,Wheat,0,0,1,-1.297600938,-1.687776571,-1.054568357,-0.888392075,-0.942043843,0.383622666,U,0,0,0,1,0,1,1,1,-0.358970175,0.72,,North America
Effect of fertilizer application on NO and N2O fluxes from agricultural fields,"Harrison et al., 1995",51.81,-0.35,Wheat,0,0,1,-1.19889846,-1.311017772,1.750827774,-0.064493625,-0.703064385,0.151359031,AN,1,0,0,0,0,1,0,0,0.095224173,0.73,,Europe
Nitrogen cycling in rice-wheat rotation system under optimized nitrogen management,"Xia, 2011",29.92,115.5,Wheat,0,0,1,-1.807563741,1.274188881,0.815695731,-0.188855655,-0.344595198,-0.661563692,U,0,0,0,1,0,1,0,0,-0.272456966,0.74,,Asia
"Nitrous oxide emissions and nitrate leaching from a rain-fed wheat-maize rotation in the Sichuan Basin, China","Zhou et al., 2013",31.27,105.47,Wheat,0,0,1,-1.346952177,-1.303001627,-0.119436313,-1.315886553,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,0.722444939,0.75,,Asia
"Annual emissions of nitrous oxide and nitric oxide from rice-wheat rotation and vegetable fields: a case study in the Tai-Lake region, China","Deng et al., 2012",31.62,120.47,Wheat,0,0,1,-1.330501764,-0.613613187,-1.054568357,0.044323151,0.013873989,-0.080904604,U,0,0,0,1,0,1,0,0,-0.034545641,0.76,,Asia
Long-term field measurements of annual methane and nitrous oxide emissions from a Chinese subtropical wheat-rice rotation system,"Zhou et al., 2006",30.27,105.47,Wheat,0,0,1,-1.182448047,-1.138670662,-1.989700401,-0.857301567,-0.583574656,1.312677206,U,0,0,0,1,0,1,0,0,0.722444939,0.76,,Asia
"Nitrous oxide emissions and nitrate leaching from a rain-fed wheat-maize rotation in the Sichuan Basin, China","Zhou et al., 2013",31.27,105.47,Wheat,0,0,1,-1.133096808,-0.87814596,-0.119436313,-1.315886553,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,0.722444939,0.76,,Asia
Study on Emission of Major Greenhouse Gases from Agro-ecosystems in a Central Sichuan Hilly Area of Southwest China,"Jiang, 2005",31.27,105.45,Wheat,0,0,1,-1.182448047,-1.174743313,0.815695731,-1.168206643,-0.344595198,1.428809023,U,0,0,0,1,0,1,0,0,-0.358970175,0.78,,Asia
Study on Emission of Major Greenhouse Gases from Agro-ecosystems in a Central Sichuan Hilly Area of Southwest China,"Jiang, 2005",31.27,105.45,Wheat,0,0,1,-0.985043091,-0.866121743,0.815695731,-1.168206643,-0.344595198,1.428809023,U,0,0,0,1,0,1,0,0,0.722444939,0.8,,Asia
Global warming potential and greenhouse gas intensity in rice agriculture driven by high yields and nitrogen use efficiency,"Zhang et al., 2016",31.56,120.71,Wheat,0,0,1,-1.100195982,1.458560208,-1.989700401,-0.732939537,0.611322634,0.615886301,U,0,0,0,1,0,1,0,0,-0.034545641,0.82,,Asia
Nitrous oxide and methane emissions from paddy soils in southwest China,"Su et al., 2017",29.06,106.19,Wheat,0,0,1,-1.050844743,-1.150694879,-1.054568357,-0.188855655,0.133363718,0.035227213,U,0,0,0,1,0,1,0,0,-0.034545641,0.84,,Asia
Quantifying changes to the global warming potential of rice wheat systems with the adoption of conservation agriculture in northwestern India,"Tirol Padre et al., 2016",29.68,77,Wheat,0,0,1,0.00198169,-1.415227653,0.815695731,0.005460017,-0.942043843,0.151359031,U,0,0,0,1,0,1,1,0,1.263152495,0.85,,Asia
Emission of N2O from Biogas Crop Production Systems in Northern Germany,"Senbayram et al., 2014",54.3,10,Wheat,0,0,1,-0.985043091,-0.016410409,0.815695731,-0.888392075,-0.225105469,-0.429300057,AN,1,0,0,0,0,1,0,0,1.912001564,0.85,,Europe
Tillage and N source influence soil-emitted nitrous oxide in the Alberta Parkland region,"Lemke et al., 1999",53.43,-113.45,Wheat,0,0,1,-0.985043091,-0.349080413,-0.119436313,-0.111129387,0.969791821,-0.429300057,U,0,0,0,1,0,0,0,0,-0.899677732,0.9,,North America
"Tillage, crop residue and N fertilizer effects on crop yield, nutrient uptake, soil quality and nitrous oxide gas emissions in a second 10-yr rotation cycle","Malhi et al., 2007",52.87,-104.33,Wheat,0,0,1,-1.330501764,-0.65369391,-0.119436313,0.588407033,0.969791821,0.267490848,U,0,0,0,1,0,1,0,1,-0.683394709,0.92,,North America
Study on Emission of Major Greenhouse Gases from Agro-ecosystems in a Central Sichuan Hilly Area of Southwest China,"Jiang, 2005",31.27,105.45,Wheat,0,0,1,-1.182448047,-1.174743313,0.815695731,-1.168206643,-0.344595198,1.428809023,U,0,0,0,1,0,1,0,0,0.181737382,1,,Asia
"Nitrous oxide emissions and nitrate leaching from a rain-fed wheat-maize rotation in the Sichuan Basin, China","Zhou et al., 2013",31.27,105.47,Wheat,0,0,1,-1.133096808,-0.87814596,-0.119436313,-1.315886553,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,-0.358970175,1.01,,Asia
